ern,entref,name,tradingstyle,address1,address2,address3,address4,address5,postcode,legalstatus,sic07,paye_empees,paye_jobs,ent_turnover,std_turnover,grp_turnover,cntd_turnover,app_turnover,prn
1100000152,9999999999,NAAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ ,2,46711,21,21,101,101,0,0,0,0.372256978
1100000153,9999999999,UBASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG ,2,46720,22,21,116,116,0,0,0,0.079977585
1100000154,9999999999,MANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,23,23,87,87,0,0,0,0.021695576
1100000155,9999999999,NAAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT ,1,46900,22,21,120,120,0,0,0,0.352503681
1100000156,9999999999,RMATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,23,23,65,65,0,0,0,0.590385251
1100000157,9999999999,KAJMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE ,1,47190,25,25,200,200,0,0,0,0.771501364
1100000158,9999999999,O2WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB ,1,47220,22,21,276,276,0,0,0,0.97818304
1100000159,9999999999,UMAESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT ,2,47240,25,25,131,131,0,0,0,0.708759516
1100000160,9999999999,HAJNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,28,28,135,135,0,0,0,0.662003361
1100000161,9999999999,EMAIDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT ,2,47410,23,23,87,87,0,0,0,0.861698048
1100000162,9999999999,NAAEMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,24,23,396,396,0,0,0,0.958245535
1100000163,9999999999,NMASUDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,25,24,197,197,0,0,0,0.097305879
1100000164,9999999999,NAAPMLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT ,2,47429,22,21,40,40,0,0,0,0.231295492
1100000165,9999999999,EMAIDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY ,1,47610,25,26,358,358,0,0,0,0.127246248
1100000166,9999999999,EASIMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE ,1,47620,27,27,324,324,0,0,0,0.945893221
1100000167,9999999999,GEHATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,22,22,74,74,0,0,0,0.145163285
1100000168,9999999999,JAHKEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT ,1,47722,22,22,78,78,0,0,0,0.97429926
1100000169,9999999999,OJAEWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU ,1,47740,24,24,217,217,0,0,0,0.050607118
1100000170,9999999999,GJASUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,26,27,231,231,0,0,0,0.826019175
1100000171,9999999999,JAULPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,25,57,245,245,0,0,0,0.302462453
1100000172,9999999999,IBAER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,24,23,138,138,0,0,0,0.798983259
1100000173,9999999999,TL2CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,22,21,85,85,0,0,0,0.088571742
1100000174,9999999999,IAJLMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,25,25,301,301,0,0,0,0.806730392
1100000175,9999999999,OJAELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD ,2,47990,22,22,325,325,0,0,0,0.106285115
1100000176,9999999999,EIAILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF ,7,45112,22,22,77,77,0,0,0,0.738431726
1100000177,9999999999,E536LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,26,26,390,390,0,0,0,0.160387513
1100000178,9999999999,9337DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,25,21,2171,2171,0,0,0,0.128852303
1100000179,9999999999,OT3DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,21,21,413,413,0,0,0,0.426305752
1100000180,9999999999,OT3DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,30,30,335,335,0,0,0,0.300602865
1100000181,9999999999,GC3VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,22,22,8300,8300,0,0,0,0.825498782
1100000182,9999999999,NOC4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,29,34,30291,30291,0,0,0,0.970416608
1100000183,9999999999,BACCGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,25,25,271,271,0,0,0,0.802237652
1100000184,9999999999,GAHKOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP ,1,46410,22,22,134,134,0,0,0,0.227968641
1100000185,9999999999,NOC4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG ,1,46470,29,29,4587,4587,0,0,0,0.404906263
1100000186,9999999999,SRFAFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,24,26,432,432,0,0,0,0.877779236
1100000187,9999999999,EJANELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS ,2,47230,24,24,109,109,0,0,0,0.976644799
1100000188,9999999999,JAHOJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,24,24,195,195,0,0,0,0.004618009
1100000189,9999999999,IG BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14121,14388,27367089,0,27367089,27367089,0,0.558755575
1100000190,9999999999,EAGBBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU ,1,45112,35,35,107,107,0,0,0,0.112795413
1100000191,9999999999,UEADLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA ,3,45190,35,34,134,31,0,0,0,0.641644971
1100000192,9999999999,O2WMILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,35,34,90,90,0,0,0,0.098797785
1100000193,9999999999,UBASOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,34,34,41,41,0,0,0,0.51245746
1100000194,9999999999,IBAER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL  ,1,45400,35,35,140,140,0,0,0,0.150927479
1100000195,9999999999,IBAER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,35,35,331,331,0,0,0,0.591860169
1100000196,9999999999,BANOCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,36,36,321,321,0,0,0,0.158806039
1100000197,9999999999,LUBARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,37,37,231,231,0,0,0,0.450030852
1100000198,9999999999,UCARR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,35,35,52,52,0,0,0,0.850470183
1100000199,9999999999,CAJ&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,36,36,106,106,0,0,0,0.551762667
1100000200,9999999999,BAMCFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR ,1,46160,35,34,434,61,0,0,0,0.272230122
1100000201,9999999999,ACAITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,35,34,39,39,0,0,0,0.398967657
1100000202,9999999999,LCABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS ,2,46180,34,34,35,0,0,0,35,0.766545059
1100000203,9999999999,LCABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH ,1,46190,35,35,187,0,222,0,187,0.562653314
1100000204,9999999999,PHCALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,34,34,71,71,0,0,0,0.924690522
1100000205,9999999999,DARESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT ,1,46220,36,36,266,266,0,0,0,0.595605526
1100000206,9999999999,DATIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT ,1,46230,35,35,523,523,0,0,0,0.017285975
1100000207,9999999999,ADANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,37,37,940,940,0,0,0,0.134521914
1100000208,9999999999,NEDASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,35,34,68,68,0,0,0,0.462667835
1100000209,9999999999,AG2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,34,34,34,21,0,0,0,0.656937391
1100000210,9999999999,IMALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR ,2,46440,38,35,107,107,0,0,0,0.125095344
1100000211,9999999999,EJANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF ,2,46510,36,36,121,121,0,0,0,0.625026323
1100000212,9999999999,HMAWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL ,3,46520,35,35,286,286,0,0,0,0.409277272
1100000213,9999999999,SMASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,35,35,118,118,0,0,0,0.498025234
1100000214,9999999999,EMAFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,34,36,81,81,0,0,0,0.49795859
1100000215,9999999999,NAAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ ,2,46711,34,34,114,114,0,0,0,0.373259558
1100000216,9999999999,UBASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG ,2,46720,35,34,129,129,0,0,0,0.080980165
1100000217,9999999999,MANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,36,36,100,100,0,0,0,0.022698156
1100000218,9999999999,NAAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT ,1,46900,35,34,133,133,0,0,0,0.353506261
1100000219,9999999999,RMATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,36,36,78,78,0,0,0,0.591387831
1100000220,9999999999,KAJMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE ,1,47190,38,38,213,213,0,0,0,0.772503944
1100000221,9999999999,O2WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB ,1,47220,35,34,289,289,0,0,0,0.97918562
1100000222,9999999999,UMAESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT ,2,47240,38,38,144,144,0,0,0,0.709762096
1100000223,9999999999,HAJNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,41,41,148,148,0,0,0,0.663005941
1100000224,9999999999,EMAIDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT ,2,47410,36,36,100,100,0,0,0,0.862700628
1100000225,9999999999,NAAEMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,37,36,409,409,0,0,0,0.959248115
1100000226,9999999999,NMASUDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,38,37,210,210,0,0,0,0.098308459
1100000227,9999999999,NAAPMLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT ,2,47429,35,34,53,53,0,0,0,0.232298072
1100000228,9999999999,EMAIDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY ,1,47610,38,39,371,371,0,0,0,0.128248828
1100000229,9999999999,EASIMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE ,1,47620,40,40,337,337,0,0,0,0.946895801
1100000230,9999999999,GEHATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,35,35,87,87,0,0,0,0.146165865
1100000231,9999999999,JAHKEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT ,1,47722,35,35,91,91,0,0,0,0.97530184
1100000232,9999999999,OJAEWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU ,1,47740,37,37,230,230,0,0,0,0.051609698
1100000233,9999999999,GJASUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,39,40,244,244,0,0,0,0.827021755
1100000234,9999999999,JAULPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,38,70,258,258,0,0,0,0.303465033
1100000235,9999999999,IBAER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,37,36,151,21,0,0,0,0.799985839
1100000236,9999999999,TL2CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,35,34,98,98,0,0,0,0.089574322
1100000237,9999999999,IAJLMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,38,38,314,314,0,0,0,0.807732972
1100000238,9999999999,OJAELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD ,2,47990,35,35,338,338,0,0,0,0.107287695
1100000239,9999999999,EIAILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF ,7,45112,35,35,90,90,0,0,0,0.739434306
1100000240,9999999999,E536LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,39,39,403,403,0,0,0,0.161390093
1100000241,9999999999,9337DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,38,34,2184,2184,0,0,0,0.129854883
1100000242,9999999999,OT3DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,34,34,426,426,0,0,0,0.427308332
1100000243,9999999999,OT3DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,43,43,348,348,0,0,0,0.301605445
1100000244,9999999999,GC3VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,35,35,8313,8313,0,0,0,0.826501362
1100000245,9999999999,NOC4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,42,47,30304,30304,0,0,0,0.971419188
1100000246,9999999999,BACCGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,38,38,284,284,0,0,0,0.803240232
1100000247,9999999999,GAHKOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP ,1,46410,35,35,147,147,0,0,0,0.228971221
1100000248,9999999999,NOC4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG ,1,46470,42,42,4600,4600,0,0,0,0.405908843
1100000249,9999999999,SRFAFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,37,39,445,445,0,0,0,0.878781816
1100000250,9999999999,EJANELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS ,2,47230,37,37,122,122,0,0,0,0.977647379
1100000251,9999999999,JAHOJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,37,37,208,208,0,0,0,0.005620589
1100000252,9999999999,IG BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14134,14401,27367102,0,27367102,27367102,0,0.559758155
1100000253,9999999999,GBBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU ,1,45112,69,69,141,141,0,0,0,0.109662018
1100000254,9999999999,ADLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA ,3,45190,69,68,168,168,0,0,0,0.638511576
1100000255,9999999999,WMILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,69,68,124,124,0,0,0,0.09566439
1100000256,9999999999,ASOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,68,68,75,75,0,0,0,0.509324065
1100000257,9999999999,AER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL  ,1,45400,69,69,174,174,0,0,0,0.147794084
1100000258,9999999999,AER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,69,69,365,365,0,0,0,0.588726774
1100000259,9999999999,NOCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,70,70,355,355,0,0,0,0.155672644
1100000260,9999999999,BARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,71,71,265,265,0,0,0,0.446897457
1100000261,9999999999,ARR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,69,69,86,86,0,0,0,0.847336788
1100000262,9999999999,J&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,70,70,140,140,0,0,0,0.548629272
1100000263,9999999999,MCFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR ,1,46160,69,68,468,468,0,0,0,0.269096727
1100000264,9999999999,AITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,69,68,73,73,0,0,0,0.395834262
1100000265,9999999999,ABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS ,2,46180,68,68,69,0,0,0,69,0.763411664
1100000266,9999999999,ABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH ,1,46190,69,69,153,0,222,0,153,0.559519919
1100000267,9999999999,CALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,68,68,105,105,0,0,0,0.921557127
1100000268,9999999999,RESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT ,1,46220,70,70,300,300,0,0,0,0.592472131
1100000269,9999999999,TIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT ,1,46230,69,69,557,557,0,0,0,0.01415258
1100000270,9999999999,ANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,71,71,974,974,0,0,0,0.131388519
1100000271,9999999999,DASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,69,68,102,102,0,0,0,0.45953444
1100000272,9999999999,2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,68,68,68,68,0,0,0,0.653803996
1100000273,9999999999,ALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR ,2,46440,72,69,141,141,0,0,0,0.121961949
1100000274,9999999999,ANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF ,2,46510,70,70,155,155,0,0,0,0.621892928
1100000275,9999999999,AWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL ,3,46520,69,69,320,320,0,0,0,0.406143877
1100000276,9999999999,ASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,69,69,152,152,0,0,0,0.494891839
1100000277,9999999999,AFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,68,70,115,115,0,0,0,0.494825195
1100000278,9999999999,AWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ ,2,46711,68,68,148,148,0,0,0,0.370126163
1100000279,9999999999,ASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG ,2,46720,69,68,163,163,0,0,0,0.07784677
1100000280,9999999999,NOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,70,70,134,134,0,0,0,0.019564761
1100000281,9999999999,APMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT ,1,46900,69,68,167,167,0,0,0,0.350372866
1100000282,9999999999,ATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,70,70,112,112,0,0,0,0.588254436
1100000283,9999999999,JMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE ,1,47190,72,72,247,247,0,0,0,0.769370549
1100000284,9999999999,WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB ,1,47220,69,68,323,323,0,0,0,0.976052225
1100000285,9999999999,AESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT ,2,47240,72,72,178,178,0,0,0,0.706628701
1100000286,9999999999,JNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,75,75,182,182,0,0,0,0.659872546
1100000287,9999999999,AIDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT ,2,47410,70,70,134,134,0,0,0,0.859567233
1100000288,9999999999,AEMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,71,70,443,443,0,0,0,0.95611472
1100000289,9999999999,ASUDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,72,71,244,244,0,0,0,0.095175064
1100000290,9999999999,APMLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT ,2,47429,69,68,87,87,0,0,0,0.229164677
1100000291,9999999999,AIDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY ,1,47610,72,73,405,405,0,0,0,0.125115433
1100000292,9999999999,SIMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE ,1,47620,74,74,371,371,0,0,0,0.943762406
1100000293,9999999999,HATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,69,69,121,121,0,0,0,0.14303247
1100000294,9999999999,HKEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT ,1,47722,69,69,125,125,0,0,0,0.972168445
1100000295,9999999999,AEWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU ,1,47740,71,71,264,264,0,0,0,0.048476303
1100000296,9999999999,ASUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,73,74,278,278,0,0,0,0.82388836
1100000297,9999999999,ULPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,72,104,292,292,0,0,0,0.300331638
1100000298,9999999999,AER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,71,70,185,185,0,0,0,0.796852444
1100000299,9999999999,2CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,69,68,132,132,0,0,0,0.086440927
1100000300,9999999999,JLMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,72,72,348,348,0,0,0,0.804599577
1100000301,9999999999,AELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD ,2,47990,69,69,372,372,0,0,0,0.1041543
1100000302,9999999999,AILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF ,7,45112,69,69,124,124,0,0,0,0.736300911
1100000303,9999999999,36LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,73,73,437,437,0,0,0,0.158256698
1100000304,9999999999,37DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,72,68,2218,2218,0,0,0,0.126721488
